@id,dc:source,dct:description,op:featureOfInterest,op:objectOfInterest,qudt:generalization,qudt:generalizationOfSystem,qudt:specialization,qudt:unit,rdf:type,rdfs:comment,rdfs:label,rdfs:seeAlso,skos:altLabel,skos:broader,skos:broaderTransitive,skos:changeNote,skos:definition,skos:historyNote,skos:member,skos:narrower,skos:notation,skos:prefLabel,skos:related
<http://registry.it.csiro.au/def/environment/property/total_sediment_thickness>,eReefs,'total sediment thickness'@en,"",<http://registry.it.csiro.au/def/environment/object/sediment>|<http://sweet.jpl.nasa.gov/2.2/matrSediment.owl#Sediment>,<http://qudt.org/vocab/quantity#Length>,"","",<http://qudt.org/vocab/unit#Meter>,skos:Concept|qudt:SpaceAndTimeQuantityKind|op:ScaledQuantityKind,"",total sediment thickness,"","",<http://qudt.org/vocab/quantity#Length>,"","","",'Created 5/9/13'^^xsd:string,"","","",'total sediment thickness'@en,""
<http://registry.it.csiro.au/def/environment/property/trace_element_observables>,"",'A collection of observable trace elements as specified by Australian Bureau of Meterology water and groundwater authorities.'^^xsd:string,"","","","","","",skos:Collection,'A collection of observable trace elements as specified by Australian Bureau of Meterology water and groundwater authorities.'^^xsd:string,'trace element observable properties'@en,"","","","","","","",<http://registry.it.csiro.au/def/environment/property/thallium_concentration>|<http://registry.it.csiro.au/def/environment/property/gallium_concentration>|<http://registry.it.csiro.au/def/environment/property/barium_concentration>|<http://registry.it.csiro.au/def/environment/property/gadolinium_concentration>|<http://registry.it.csiro.au/def/environment/property/ytterbium_concentration>|<http://registry.it.csiro.au/def/environment/property/beryllium_concentration>|<http://registry.it.csiro.au/def/environment/property/yttrium_concentration>|<http://registry.it.csiro.au/def/environment/property/lead_concentration>|<http://registry.it.csiro.au/def/environment/property/tellurium_concentration>|<http://registry.it.csiro.au/def/environment/property/terbium_concentration>|<http://registry.it.csiro.au/def/environment/property/thulium_concentration>|<http://registry.it.csiro.au/def/environment/property/cerium_concentration>|<http://registry.it.csiro.au/def/environment/property/antimony_concentration>|<http://registry.it.csiro.au/def/environment/property/dysprosium_concentration>|<http://registry.it.csiro.au/def/environment/property/erbium_concentration>|<http://registry.it.csiro.au/def/environment/property/boron_concentration>|<http://registry.it.csiro.au/def/environment/property/europium_concentration>|<http://registry.it.csiro.au/def/environment/property/hafnium_concentration>|<http://registry.it.csiro.au/def/environment/property/rubidium_concentration>|<http://registry.it.csiro.au/def/environment/property/thorium_concentration>|<http://registry.it.csiro.au/def/environment/property/silicate_Si_concentration>|<http://registry.it.csiro.au/def/environment/property/lutetium_concentration>|<http://registry.it.csiro.au/def/environment/property/lanthanum_concentration>|<http://registry.it.csiro.au/def/environment/property/samarium_concentration>|<http://registry.it.csiro.au/def/environment/property/indium_concentration>|<http://registry.it.csiro.au/def/environment/property/caesium_concentration>|<http://registry.it.csiro.au/def/environment/property/uranium_concentration>|<http://registry.it.csiro.au/def/environment/property/holmium_concentration>|<http://registry.it.csiro.au/def/environment/property/strontium_concentration>|<http://registry.it.csiro.au/def/environment/property/bismuth_concentration>|<http://registry.it.csiro.au/def/environment/property/aluminium_concentration>|<http://registry.it.csiro.au/def/environment/property/praseodymium_concentration>|<http://registry.it.csiro.au/def/environment/property/arsenic_concentration>|<http://registry.it.csiro.au/def/environment/property/neodymium_concentration>|<http://registry.it.csiro.au/def/environment/property/tin_concentration>|<http://registry.it.csiro.au/def/environment/property/lithium_concentration>,"","",'trace element observable properties'@en,""
<http://registry.it.csiro.au/def/environment/property/trans-12-dichloroethene_concentration>,eReefs,"'trans-1,2-dichloroethene concentration'@en","",<http://registry.it.csiro.au/def/environment/object/trans-12-dichloroethene>,<http://registry.it.csiro.au/def/environment/property/organochlorine_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,skos:Concept|op:ScaledQuantityKind|qudt:ChemistryQuantityKind,"","trans-1,2-dichloroethene concentration","","'(E)-1,2-Dichloroethene concentration'^^xsd:string",<http://registry.it.csiro.au/def/environment/property/organochlorine_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","","'trans-1,2-dichloroethene concentration'@en",""
<http://registry.it.csiro.au/def/environment/property/trans-14-dichloro-2-butene_concentration>,eReefs,"'trans-1,4-dichloro-2-butene concentration'@en","",<http://registry.it.csiro.au/def/environment/object/trans-14-dichloro-2-butene>,<http://registry.it.csiro.au/def/environment/property/organochlorine_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,qudt:ChemistryQuantityKind|skos:Concept|op:ScaledQuantityKind,"","trans-1,4-dichloro-2-butene concentration","","",<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/organochlorine_concentration>,"","","","","","","","'trans-1,4-dichloro-2-butene concentration'@en",""
<http://registry.it.csiro.au/def/environment/property/trans_13_dichloropropene_concentration>,eReefs,"'trans 1,3-dichloropropene concentration'@en","",<http://registry.it.csiro.au/def/environment/object/trans_13_dichloropropene>,<http://registry.it.csiro.au/def/environment/property/organochlorine_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,op:ScaledQuantityKind|skos:Concept|qudt:ChemistryQuantityKind,"","trans 1,3-dichloropropene concentration","","",<http://registry.it.csiro.au/def/environment/property/organochlorine_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","","'trans 1,3-dichloropropene concentration'@en",""
<http://registry.it.csiro.au/def/environment/property/transition_metal_concentration>,eReefs,'transition metal concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/transition_element_molecular_entity>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/transition_metal_concentration>,"",<http://registry.it.csiro.au/def/environment/property/iron_concentration>|<http://registry.it.csiro.au/def/environment/property/molybdenum_concentration>|<http://registry.it.csiro.au/def/environment/property/hafnium_concentration>|<http://registry.it.csiro.au/def/environment/property/chromium_concentration>|<http://registry.it.csiro.au/def/environment/property/manganese_concentration>|<http://registry.it.csiro.au/def/environment/property/zirconium_concentration>|<http://registry.it.csiro.au/def/environment/property/transition_metal_concentration>|<http://registry.it.csiro.au/def/environment/property/zinc_concentration>|<http://registry.it.csiro.au/def/environment/property/yttrium_concentration>|<http://registry.it.csiro.au/def/environment/property/cadmium_concentration>|<http://registry.it.csiro.au/def/environment/property/cobalt_concentration>|<http://registry.it.csiro.au/def/environment/property/vanadium_concentration>|<http://registry.it.csiro.au/def/environment/property/nickel_concentration>|<http://registry.it.csiro.au/def/environment/property/copper_concentration>|<http://registry.it.csiro.au/def/environment/property/mercury_concentration>|<http://registry.it.csiro.au/def/environment/property/titanium_concentration>|<http://registry.it.csiro.au/def/environment/property/silver_concentration>,"",op:ScaledQuantityKind|qudt:ChemistryQuantityKind|skos:Concept,"",transition metal concentration,"",'transition element concentration'^^xsd:string,<http://registry.it.csiro.au/def/environment/property/transition_metal_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","",<http://registry.it.csiro.au/def/environment/property/cobalt_concentration>|<http://registry.it.csiro.au/def/environment/property/mercury_concentration>|<http://registry.it.csiro.au/def/environment/property/cadmium_concentration>|<http://registry.it.csiro.au/def/environment/property/hafnium_concentration>|<http://registry.it.csiro.au/def/environment/property/zirconium_concentration>|<http://registry.it.csiro.au/def/environment/property/chromium_concentration>|<http://registry.it.csiro.au/def/environment/property/silver_concentration>|<http://registry.it.csiro.au/def/environment/property/nickel_concentration>|<http://registry.it.csiro.au/def/environment/property/transition_metal_concentration>|<http://registry.it.csiro.au/def/environment/property/molybdenum_concentration>|<http://registry.it.csiro.au/def/environment/property/titanium_concentration>|<http://registry.it.csiro.au/def/environment/property/iron_concentration>|<http://registry.it.csiro.au/def/environment/property/zinc_concentration>|<http://registry.it.csiro.au/def/environment/property/copper_concentration>|<http://registry.it.csiro.au/def/environment/property/yttrium_concentration>|<http://registry.it.csiro.au/def/environment/property/manganese_concentration>|<http://registry.it.csiro.au/def/environment/property/vanadium_concentration>,"",'transition metal concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/tribromomethane_concentration>,eReefs,'tribromomethane concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/tribromomethane>,<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>,skos:Concept|qudt:ChemistryQuantityKind|op:ScaledQuantityKind,"",tribromomethane concentration,"",'bromoform concentration'^^xsd:string,<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'tribromomethane concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/tribromophenol_246_concentration>,eReefs,"'2,4,6-tribromophenol concentration'@en","",<http://registry.it.csiro.au/def/environment/object/tribromophenol_246>,<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,skos:Concept|qudt:ChemistryQuantityKind|op:ScaledQuantityKind,"","2,4,6-tribromophenol concentration","","",<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","","'2,4,6-tribromophenol concentration'@en",""
<http://registry.it.csiro.au/def/environment/property/trichlorobenzene-123_concentration>,eReefs,"'1,2,3-trichlorobenzene concentration'@en","",<http://registry.it.csiro.au/def/environment/object/trichlorobenzene-123>,<http://registry.it.csiro.au/def/environment/property/trichlorobenzene_concentration>|<http://registry.it.csiro.au/def/environment/property/organochlorine_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>,op:ScaledQuantityKind|qudt:ChemistryQuantityKind|skos:Concept,"","1,2,3-trichlorobenzene concentration","","",<http://registry.it.csiro.au/def/environment/property/organochlorine_concentration>|<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/trichlorobenzene_concentration>,"","","","","","","","'1,2,3-trichlorobenzene concentration'@en",""
<http://registry.it.csiro.au/def/environment/property/trichlorobenzene-124_concentration>,eReefs,"'1,2,4-trichlorobenzene concentration'@en","",<http://registry.it.csiro.au/def/environment/object/trichlorobenzene-124>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/organochlorine_concentration>|<http://registry.it.csiro.au/def/environment/property/trichlorobenzene_concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,op:ScaledQuantityKind|skos:Concept|qudt:ChemistryQuantityKind,"","1,2,4-trichlorobenzene concentration","","",<http://registry.it.csiro.au/def/environment/property/organochlorine_concentration>|<http://registry.it.csiro.au/def/environment/property/trichlorobenzene_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","","'1,2,4-trichlorobenzene concentration'@en",""
<http://registry.it.csiro.au/def/environment/property/trichlorobenzene_concentration>,eReefs,'trichlorobenzene concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/trichlorobenzene>,<http://registry.it.csiro.au/def/environment/property/organochlorine_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"",<http://registry.it.csiro.au/def/environment/property/trichlorobenzene-124_concentration>|<http://registry.it.csiro.au/def/environment/property/trichlorobenzene-123_concentration>,<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>,skos:Concept|op:ScaledQuantityKind|qudt:ChemistryQuantityKind,"",trichlorobenzene concentration,"","",<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/organochlorine_concentration>,"","","","","",<http://registry.it.csiro.au/def/environment/property/trichlorobenzene-123_concentration>|<http://registry.it.csiro.au/def/environment/property/trichlorobenzene-124_concentration>,"",'trichlorobenzene concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/trichloroethane_111_concentration>,eReefs,"'1,1,1-trichloroethane concentration'@en","",<http://registry.it.csiro.au/def/environment/object/trichloroethane_111>,<http://registry.it.csiro.au/def/environment/property/organochlorine_concentration>|<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/haloalkane_concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>,op:ScaledQuantityKind|qudt:ChemistryQuantityKind|skos:Concept,"","1,1,1-trichloroethane concentration","",'methyl chloroform concentration'^^xsd:string,<http://registry.it.csiro.au/def/environment/property/haloalkane_concentration>|<http://registry.it.csiro.au/def/environment/property/organochlorine_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","","'1,1,1-trichloroethane concentration'@en",""
